GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
8600000US24368,24368,ZCTA5 24368,44302,7577
8600000US24370,24370,ZCTA5 24370,29419,2625
8600000US24374,24374,ZCTA5 24374,42109,15084
8600000US24375,24375,ZCTA5 24375,43077,13069
8600000US24377,24377,ZCTA5 24377,60577,18003
8600000US24378,24378,ZCTA5 24378,32230,4586
8600000US24380,24380,ZCTA5 24380,37185,8287
8600000US24381,24381,ZCTA5 24381,51845,10408
8600000US24382,24382,ZCTA5 24382,39119,5067
8600000US24401,24401,ZCTA5 24401,46394,2425
8600000US24411,24411,ZCTA5 24411,-,**
8600000US24412,24412,ZCTA5 24412,-,**
8600000US24413,24413,ZCTA5 24413,43333,5455
8600000US24415,24415,ZCTA5 24415,-,**
8600000US24416,24416,ZCTA5 24416,30778,3880
8600000US24421,24421,ZCTA5 24421,60811,9406
8600000US24422,24422,ZCTA5 24422,40360,4627
8600000US24426,24426,ZCTA5 24426,42454,4282
8600000US24430,24430,ZCTA5 24430,29327,5528
8600000US24431,24431,ZCTA5 24431,55728,7222
8600000US24432,24432,ZCTA5 24432,54844,9344
8600000US24433,24433,ZCTA5 24433,-,**
8600000US24435,24435,ZCTA5 24435,72039,28627
8600000US24437,24437,ZCTA5 24437,61842,48992
8600000US24439,24439,ZCTA5 24439,34375,7591
8600000US24440,24440,ZCTA5 24440,47072,10436
8600000US24441,24441,ZCTA5 24441,47970,3609
8600000US24442,24442,ZCTA5 24442,-,**
8600000US24445,24445,ZCTA5 24445,45430,4515
8600000US24448,24448,ZCTA5 24448,35833,10370
8600000US24450,24450,ZCTA5 24450,50293,5920
8600000US24457,24457,ZCTA5 24457,13375,2672
8600000US24458,24458,ZCTA5 24458,44844,19544
8600000US24459,24459,ZCTA5 24459,63500,10432
8600000US24460,24460,ZCTA5 24460,48281,17844
8600000US24464,24464,ZCTA5 24464,53421,13530
8600000US24465,24465,ZCTA5 24465,47976,6927
8600000US24467,24467,ZCTA5 24467,84226,12568
8600000US24471,24471,ZCTA5 24471,54545,13879
8600000US24472,24472,ZCTA5 24472,43208,7833
8600000US24473,24473,ZCTA5 24473,30742,26588
8600000US24474,24474,ZCTA5 24474,50313,12327
8600000US24476,24476,ZCTA5 24476,65313,59491
8600000US24477,24477,ZCTA5 24477,53948,3494
8600000US24479,24479,ZCTA5 24479,67188,19091
8600000US24482,24482,ZCTA5 24482,50642,7498
8600000US24483,24483,ZCTA5 24483,53750,5875
8600000US24484,24484,ZCTA5 24484,35417,6994
8600000US24485,24485,ZCTA5 24485,42500,26166
8600000US24486,24486,ZCTA5 24486,58869,3462
8600000US24487,24487,ZCTA5 24487,54356,18432
8600000US24501,24501,ZCTA5 24501,31273,1824
8600000US24502,24502,ZCTA5 24502,46499,2346
8600000US24503,24503,ZCTA5 24503,67491,5360
8600000US24504,24504,ZCTA5 24504,32813,7277
8600000US24517,24517,ZCTA5 24517,39680,8301
8600000US24520,24520,ZCTA5 24520,45523,16446
8600000US24521,24521,ZCTA5 24521,47342,4407
8600000US24522,24522,ZCTA5 24522,50080,8783
8600000US24523,24523,ZCTA5 24523,47586,3168
8600000US24526,24526,ZCTA5 24526,59667,8344
8600000US24527,24527,ZCTA5 24527,52538,6046
8600000US24528,24528,ZCTA5 24528,37315,9001
8600000US24529,24529,ZCTA5 24529,44231,11167
8600000US24530,24530,ZCTA5 24530,45313,11981
8600000US24531,24531,ZCTA5 24531,40395,4389
8600000US24534,24534,ZCTA5 24534,25714,11377
8600000US24536,24536,ZCTA5 24536,68696,30927
8600000US24538,24538,ZCTA5 24538,62386,8969
8600000US24539,24539,ZCTA5 24539,30278,17589
8600000US24540,24540,ZCTA5 24540,39154,2596
8600000US24541,24541,ZCTA5 24541,35390,2512
8600000US24549,24549,ZCTA5 24549,45574,3496
8600000US24550,24550,ZCTA5 24550,50641,5811
8600000US24551,24551,ZCTA5 24551,73487,4000
8600000US24553,24553,ZCTA5 24553,34556,10389
8600000US24554,24554,ZCTA5 24554,43036,6624
8600000US24555,24555,ZCTA5 24555,47537,17642
8600000US24556,24556,ZCTA5 24556,59242,9103
8600000US24557,24557,ZCTA5 24557,35772,3739
8600000US24558,24558,ZCTA5 24558,45191,5660
8600000US24562,24562,ZCTA5 24562,57981,14855
8600000US24563,24563,ZCTA5 24563,40026,4172
8600000US24565,24565,ZCTA5 24565,42763,7439
8600000US24566,24566,ZCTA5 24566,46250,13481
8600000US24569,24569,ZCTA5 24569,36402,9702
8600000US24570,24570,ZCTA5 24570,-,**
8600000US24571,24571,ZCTA5 24571,53575,9422
8600000US24572,24572,ZCTA5 24572,43451,3989
8600000US24574,24574,ZCTA5 24574,61250,9790
8600000US24577,24577,ZCTA5 24577,31975,9851
8600000US24578,24578,ZCTA5 24578,44750,13041
8600000US24579,24579,ZCTA5 24579,47050,10718
8600000US24580,24580,ZCTA5 24580,62609,3359
8600000US24581,24581,ZCTA5 24581,-,**
8600000US24586,24586,ZCTA5 24586,43055,4461
8600000US24588,24588,ZCTA5 24588,46362,6797
8600000US24589,24589,ZCTA5 24589,39314,7506
8600000US24590,24590,ZCTA5 24590,52403,8701
8600000US24592,24592,ZCTA5 24592,35523,2414
8600000US24593,24593,ZCTA5 24593,66019,17531
8600000US24594,24594,ZCTA5 24594,28125,8747
8600000US24595,24595,ZCTA5 24595,-,**
8600000US24597,24597,ZCTA5 24597,32153,18720
8600000US24598,24598,ZCTA5 24598,41563,12666
8600000US24599,24599,ZCTA5 24599,30192,5790
8600000US24601,24601,ZCTA5 24601,28906,26334
8600000US24602,24602,ZCTA5 24602,33889,11009
8600000US24603,24603,ZCTA5 24603,27889,9696
8600000US24604,24604,ZCTA5 24604,23698,10704
8600000US24605,24605,ZCTA5 24605,40651,4302
8600000US24606,24606,ZCTA5 24606,17500,2386
8600000US24607,24607,ZCTA5 24607,22222,4281
8600000US24609,24609,ZCTA5 24609,34924,5779
8600000US24612,24612,ZCTA5 24612,21458,15678
8600000US24613,24613,ZCTA5 24613,-,**
8600000US24614,24614,ZCTA5 24614,33140,5728
8600000US24620,24620,ZCTA5 24620,21125,6107
8600000US24622,24622,ZCTA5 24622,24697,3967
8600000US24628,24628,ZCTA5 24628,-,**
8600000US24630,24630,ZCTA5 24630,36022,7359
8600000US24631,24631,ZCTA5 24631,32857,7495
8600000US24634,24634,ZCTA5 24634,38214,12949
8600000US24635,24635,ZCTA5 24635,31429,17493
8600000US24637,24637,ZCTA5 24637,50845,9142
8600000US24639,24639,ZCTA5 24639,30301,6114
8600000US24641,24641,ZCTA5 24641,32609,7757
8600000US24646,24646,ZCTA5 24646,41719,24026
8600000US24649,24649,ZCTA5 24649,35463,11566
8600000US24651,24651,ZCTA5 24651,44146,7793
8600000US24656,24656,ZCTA5 24656,31192,2535
8600000US24657,24657,ZCTA5 24657,40625,11765
8600000US24701,24701,ZCTA5 24701,33548,2946
8600000US24712,24712,ZCTA5 24712,40195,12591
8600000US24714,24714,ZCTA5 24714,17107,2227
8600000US24715,24715,ZCTA5 24715,28125,20721
8600000US24716,24716,ZCTA5 24716,46917,24179
8600000US24719,24719,ZCTA5 24719,-,**
8600000US24724,24724,ZCTA5 24724,46250,32899
8600000US24726,24726,ZCTA5 24726,53984,28168
8600000US24729,24729,ZCTA5 24729,24554,16913
8600000US24731,24731,ZCTA5 24731,42167,23668
8600000US24733,24733,ZCTA5 24733,44464,23487
8600000US24736,24736,ZCTA5 24736,27083,5599
8600000US24737,24737,ZCTA5 24737,-,**
8600000US24738,24738,ZCTA5 24738,35804,13568
8600000US24740,24740,ZCTA5 24740,40692,3473
8600000US24747,24747,ZCTA5 24747,32207,7380
8600000US24801,24801,ZCTA5 24801,27083,6295
8600000US24808,24808,ZCTA5 24808,30893,17616
8600000US24811,24811,ZCTA5 24811,28229,12724
8600000US24813,24813,ZCTA5 24813,23158,18032
8600000US24815,24815,ZCTA5 24815,26009,1889
8600000US24816,24816,ZCTA5 24816,35840,1294
8600000US24817,24817,ZCTA5 24817,19076,7591
8600000US24818,24818,ZCTA5 24818,18155,3565
8600000US24822,24822,ZCTA5 24822,40972,21139
8600000US24823,24823,ZCTA5 24823,34141,5033
8600000US24826,24826,ZCTA5 24826,25000,3689
8600000US24827,24827,ZCTA5 24827,53583,11213
8600000US24828,24828,ZCTA5 24828,18750,3819
8600000US24830,24830,ZCTA5 24830,-,**
8600000US24831,24831,ZCTA5 24831,22308,7704
8600000US24834,24834,ZCTA5 24834,40650,34824
8600000US24836,24836,ZCTA5 24836,31528,4968
8600000US24839,24839,ZCTA5 24839,34866,6665
8600000US24843,24843,ZCTA5 24843,-,**
8600000US24844,24844,ZCTA5 24844,21719,6388
8600000US24845,24845,ZCTA5 24845,-,**
8600000US24846,24846,ZCTA5 24846,10000,2675
8600000US24847,24847,ZCTA5 24847,-,**
8600000US24848,24848,ZCTA5 24848,-,**
8600000US24849,24849,ZCTA5 24849,-,**
8600000US24850,24850,ZCTA5 24850,23750,14270
8600000US24851,24851,ZCTA5 24851,28029,11021
8600000US24853,24853,ZCTA5 24853,39208,13701
8600000US24854,24854,ZCTA5 24854,-,**
8600000US24857,24857,ZCTA5 24857,44911,10721
8600000US24860,24860,ZCTA5 24860,21451,2940
8600000US24861,24861,ZCTA5 24861,41250,12430
8600000US24862,24862,ZCTA5 24862,19844,10127
8600000US24866,24866,ZCTA5 24866,25156,21053
8600000US24867,24867,ZCTA5 24867,21843,18124
8600000US24868,24868,ZCTA5 24868,33011,7445
8600000US24869,24869,ZCTA5 24869,21086,618
8600000US24870,24870,ZCTA5 24870,32095,4763
8600000US24871,24871,ZCTA5 24871,26786,16126
8600000US24872,24872,ZCTA5 24872,17209,7769
8600000US24873,24873,ZCTA5 24873,31339,27630
8600000US24874,24874,ZCTA5 24874,44404,7311
8600000US24878,24878,ZCTA5 24878,24432,9797
8600000US24879,24879,ZCTA5 24879,19620,13949
8600000US24880,24880,ZCTA5 24880,24688,20888
8600000US24881,24881,ZCTA5 24881,31875,13499
8600000US24882,24882,ZCTA5 24882,28824,15112
8600000US24884,24884,ZCTA5 24884,38929,23212
8600000US24887,24887,ZCTA5 24887,-,**
8600000US24888,24888,ZCTA5 24888,24500,11403
8600000US24892,24892,ZCTA5 24892,25848,4709
8600000US24894,24894,ZCTA5 24894,24211,1445
8600000US24898,24898,ZCTA5 24898,-,**
8600000US24901,24901,ZCTA5 24901,46566,5970
8600000US24910,24910,ZCTA5 24910,36845,8552
8600000US24915,24915,ZCTA5 24915,31806,20745
8600000US24916,24916,ZCTA5 24916,51364,8865
8600000US24918,24918,ZCTA5 24918,49167,19166
8600000US24920,24920,ZCTA5 24920,21319,5000
8600000US24924,24924,ZCTA5 24924,46750,19021
8600000US24925,24925,ZCTA5 24925,60112,36111
8600000US24927,24927,ZCTA5 24927,22112,8008
8600000US24931,24931,ZCTA5 24931,36111,15037
8600000US24934,24934,ZCTA5 24934,32361,10814
8600000US24935,24935,ZCTA5 24935,40400,4817
8600000US24938,24938,ZCTA5 24938,46694,14497
8600000US24941,24941,ZCTA5 24941,41250,9711
8600000US24944,24944,ZCTA5 24944,50385,28144
8600000US24945,24945,ZCTA5 24945,-,**
8600000US24946,24946,ZCTA5 24946,41758,7051
8600000US24951,24951,ZCTA5 24951,33920,10897
8600000US24954,24954,ZCTA5 24954,32963,4731
8600000US24957,24957,ZCTA5 24957,104000,42218
8600000US24962,24962,ZCTA5 24962,-,**
8600000US24963,24963,ZCTA5 24963,35731,8926
8600000US24966,24966,ZCTA5 24966,31803,18514
8600000US24970,24970,ZCTA5 24970,37578,8844
8600000US24974,24974,ZCTA5 24974,40478,7399
8600000US24976,24976,ZCTA5 24976,36250,26781
8600000US24977,24977,ZCTA5 24977,42604,14780
8600000US24981,24981,ZCTA5 24981,36453,12417
8600000US24983,24983,ZCTA5 24983,33716,7387
8600000US24984,24984,ZCTA5 24984,33672,3067
8600000US24986,24986,ZCTA5 24986,38716,6503
8600000US24991,24991,ZCTA5 24991,56875,16041
8600000US25002,25002,ZCTA5 25002,-,**
8600000US25003,25003,ZCTA5 25003,35878,8498
8600000US25005,25005,ZCTA5 25005,-,**
8600000US25007,25007,ZCTA5 25007,50938,28438
8600000US25008,25008,ZCTA5 25008,-,**
8600000US25009,25009,ZCTA5 25009,56103,13819
8600000US25011,25011,ZCTA5 25011,70087,13963
8600000US25015,25015,ZCTA5 25015,42254,6240
8600000US25019,25019,ZCTA5 25019,26618,6418
8600000US25021,25021,ZCTA5 25021,17757,2188
8600000US25022,25022,ZCTA5 25022,-,**
8600000US25024,25024,ZCTA5 25024,35385,11074
8600000US25025,25025,ZCTA5 25025,56149,46800
8600000US25028,25028,ZCTA5 25028,35556,18945
8600000US25030,25030,ZCTA5 25030,45109,26482
8600000US25031,25031,ZCTA5 25031,43988,33421
8600000US25033,25033,ZCTA5 25033,43869,6984
8600000US25035,25035,ZCTA5 25035,24362,7104
8600000US25036,25036,ZCTA5 25036,39861,24024
8600000US25039,25039,ZCTA5 25039,43454,6794
8600000US25040,25040,ZCTA5 25040,45139,11011
8600000US25043,25043,ZCTA5 25043,27317,8690
8600000US25044,25044,ZCTA5 25044,35341,21193
8600000US25045,25045,ZCTA5 25045,39730,5893
8600000US25047,25047,ZCTA5 25047,20000,11159
8600000US25048,25048,ZCTA5 25048,-,**
8600000US25049,25049,ZCTA5 25049,40962,13922
8600000US25051,25051,ZCTA5 25051,-,**
8600000US25053,25053,ZCTA5 25053,35072,5594
8600000US25054,25054,ZCTA5 25054,41688,35691
8600000US25057,25057,ZCTA5 25057,45650,11091
8600000US25059,25059,ZCTA5 25059,43750,30499
8600000US25060,25060,ZCTA5 25060,54565,8209
8600000US25061,25061,ZCTA5 25061,58030,22260
8600000US25062,25062,ZCTA5 25062,33203,7673
8600000US25063,25063,ZCTA5 25063,30098,7050
8600000US25064,25064,ZCTA5 25064,42469,3224
8600000US25067,25067,ZCTA5 25067,56667,15544
8600000US25070,25070,ZCTA5 25070,47019,14608
8600000US25071,25071,ZCTA5 25071,48708,7458
8600000US25075,25075,ZCTA5 25075,39342,13409
8600000US25076,25076,ZCTA5 25076,20125,19909
8600000US25081,25081,ZCTA5 25081,91250,39091
8600000US25082,25082,ZCTA5 25082,39940,14313
8600000US25083,25083,ZCTA5 25083,41188,17941
8600000US25085,25085,ZCTA5 25085,41917,9527
8600000US25086,25086,ZCTA5 25086,43864,4494
8600000US25088,25088,ZCTA5 25088,13152,8611
8600000US25090,25090,ZCTA5 25090,33365,30316
8600000US25093,25093,ZCTA5 25093,-,**
8600000US25102,25102,ZCTA5 25102,32708,4666
8600000US25103,25103,ZCTA5 25103,-,**
8600000US25106,25106,ZCTA5 25106,21625,9953
8600000US25107,25107,ZCTA5 25107,49750,35040
8600000US25108,25108,ZCTA5 25108,56429,43839
8600000US25109,25109,ZCTA5 25109,-,**
8600000US25110,25110,ZCTA5 25110,50035,21653
8600000US25111,25111,ZCTA5 25111,34375,14449
8600000US25112,25112,ZCTA5 25112,-,**
8600000US25113,25113,ZCTA5 25113,49700,21190
8600000US25114,25114,ZCTA5 25114,-,**
8600000US25115,25115,ZCTA5 25115,24167,10247
8600000US25118,25118,ZCTA5 25118,39115,9167
8600000US25119,25119,ZCTA5 25119,41875,10101
8600000US25121,25121,ZCTA5 25121,26921,6067
8600000US25123,25123,ZCTA5 25123,40972,12661
8600000US25124,25124,ZCTA5 25124,53095,37070
8600000US25125,25125,ZCTA5 25125,35739,11152
8600000US25126,25126,ZCTA5 25126,69063,22024
8600000US25130,25130,ZCTA5 25130,38981,7616
8600000US25132,25132,ZCTA5 25132,36458,18173
8600000US25133,25133,ZCTA5 25133,20250,10717
8600000US25134,25134,ZCTA5 25134,52054,41865
8600000US25136,25136,ZCTA5 25136,23813,5840
8600000US25139,25139,ZCTA5 25139,39971,20007
8600000US25140,25140,ZCTA5 25140,27717,7076
8600000US25141,25141,ZCTA5 25141,21094,15302
8600000US25142,25142,ZCTA5 25142,44107,36533
8600000US25143,25143,ZCTA5 25143,47733,6990
8600000US25148,25148,ZCTA5 25148,37813,24031
8600000US25149,25149,ZCTA5 25149,34152,4524
8600000US25152,25152,ZCTA5 25152,29917,24976
8600000US25154,25154,ZCTA5 25154,22420,7670
8600000US25156,25156,ZCTA5 25156,16458,11406
8600000US25159,25159,ZCTA5 25159,50640,12594
8600000US25160,25160,ZCTA5 25160,-,**
8600000US25161,25161,ZCTA5 25161,59554,6693
8600000US25162,25162,ZCTA5 25162,57500,12245
8600000US25164,25164,ZCTA5 25164,36125,19540
8600000US25165,25165,ZCTA5 25165,45982,20246
8600000US25168,25168,ZCTA5 25168,43352,22322
8600000US25169,25169,ZCTA5 25169,39643,16076
8600000US25173,25173,ZCTA5 25173,28438,23882
8600000US25174,25174,ZCTA5 25174,51719,37747
8600000US25177,25177,ZCTA5 25177,46121,3781
8600000US25180,25180,ZCTA5 25180,-,**
8600000US25181,25181,ZCTA5 25181,32208,11291
8600000US25183,25183,ZCTA5 25183,-,**
8600000US25185,25185,ZCTA5 25185,-,**
8600000US25186,25186,ZCTA5 25186,33750,6454
8600000US25187,25187,ZCTA5 25187,67552,46986
8600000US25193,25193,ZCTA5 25193,40833,36461
8600000US25201,25201,ZCTA5 25201,-,**
8600000US25202,25202,ZCTA5 25202,45150,12725
8600000US25203,25203,ZCTA5 25203,-,**
8600000US25204,25204,ZCTA5 25204,19750,14806
8600000US25205,25205,ZCTA5 25205,30216,11281
8600000US25206,25206,ZCTA5 25206,40982,19035
8600000US25208,25208,ZCTA5 25208,45774,7029
8600000US25209,25209,ZCTA5 25209,27112,11105
8600000US25211,25211,ZCTA5 25211,-,**
8600000US25213,25213,ZCTA5 25213,59172,4044
8600000US25214,25214,ZCTA5 25214,-,**
8600000US25234,25234,ZCTA5 25234,53224,13394
8600000US25235,25235,ZCTA5 25235,33375,21477
8600000US25239,25239,ZCTA5 25239,39785,4013
8600000US25241,25241,ZCTA5 25241,69145,14369
8600000US25243,25243,ZCTA5 25243,29913,14745
8600000US25244,25244,ZCTA5 25244,42159,25824
8600000US25245,25245,ZCTA5 25245,46136,14609
8600000US25247,25247,ZCTA5 25247,35156,9001
8600000US25248,25248,ZCTA5 25248,42563,15816
8600000US25251,25251,ZCTA5 25251,33804,8722
8600000US25252,25252,ZCTA5 25252,63989,10646
8600000US25253,25253,ZCTA5 25253,40982,21070
8600000US25259,25259,ZCTA5 25259,45313,15012
8600000US25260,25260,ZCTA5 25260,33472,19971
8600000US25261,25261,ZCTA5 25261,28456,11968
8600000US25262,25262,ZCTA5 25262,65724,14753
8600000US25264,25264,ZCTA5 25264,24526,8119
8600000US25265,25265,ZCTA5 25265,35426,6120
8600000US25266,25266,ZCTA5 25266,35435,29661
8600000US25267,25267,ZCTA5 25267,32941,11262
8600000US25268,25268,ZCTA5 25268,40529,25860
8600000US25270,25270,ZCTA5 25270,42500,16487
8600000US25271,25271,ZCTA5 25271,39103,6447
8600000US25275,25275,ZCTA5 25275,42800,18847
8600000US25276,25276,ZCTA5 25276,31008,3325
8600000US25285,25285,ZCTA5 25285,59375,30590
8600000US25286,25286,ZCTA5 25286,41641,8496
8600000US25287,25287,ZCTA5 25287,27500,13757
8600000US25301,25301,ZCTA5 25301,25035,7052
8600000US25302,25302,ZCTA5 25302,45150,3633
8600000US25303,25303,ZCTA5 25303,51636,4657
8600000US25304,25304,ZCTA5 25304,53125,5289
8600000US25305,25305,ZCTA5 25305,-,**
8600000US25306,25306,ZCTA5 25306,42575,4621
8600000US25309,25309,ZCTA5 25309,43656,4342
8600000US25311,25311,ZCTA5 25311,41130,4387
8600000US25312,25312,ZCTA5 25312,38235,3035
8600000US25313,25313,ZCTA5 25313,59641,5771
8600000US25314,25314,ZCTA5 25314,78945,7192
8600000US25315,25315,ZCTA5 25315,36941,4948
8600000US25320,25320,ZCTA5 25320,42845,11196
8600000US25401,25401,ZCTA5 25401,34793,4542
8600000US25403,25403,ZCTA5 25403,71438,8503
8600000US25404,25404,ZCTA5 25404,52270,4443
8600000US25405,25405,ZCTA5 25405,58393,9665
8600000US25411,25411,ZCTA5 25411,43506,4562
8600000US25413,25413,ZCTA5 25413,68723,10774
8600000US25414,25414,ZCTA5 25414,77628,4979
8600000US25419,25419,ZCTA5 25419,68648,7232
8600000US25420,25420,ZCTA5 25420,68068,9385
8600000US25422,25422,ZCTA5 25422,29772,3264
8600000US25425,25425,ZCTA5 25425,71933,6856
8600000US25427,25427,ZCTA5 25427,60240,6485
8600000US25428,25428,ZCTA5 25428,58989,4952
8600000US25430,25430,ZCTA5 25430,69044,7413
8600000US25431,25431,ZCTA5 25431,31327,2750
8600000US25432,25432,ZCTA5 25432,36765,18307
8600000US25434,25434,ZCTA5 25434,34020,6115
8600000US25437,25437,ZCTA5 25437,27159,25865
8600000US25438,25438,ZCTA5 25438,53979,6139
8600000US25442,25442,ZCTA5 25442,53125,13382
8600000US25443,25443,ZCTA5 25443,77361,13154
8600000US25444,25444,ZCTA5 25444,35144,26097
8600000US25446,25446,ZCTA5 25446,69583,44408
8600000US25501,25501,ZCTA5 25501,54153,12551
8600000US25502,25502,ZCTA5 25502,50711,23406
8600000US25503,25503,ZCTA5 25503,47639,37535
8600000US25504,25504,ZCTA5 25504,44320,5269
8600000US25505,25505,ZCTA5 25505,70132,24918
8600000US25506,25506,ZCTA5 25506,26163,2424
8600000US25507,25507,ZCTA5 25507,43750,11209
8600000US25508,25508,ZCTA5 25508,37668,3499
8600000US25510,25510,ZCTA5 25510,54375,16657
8600000US25511,25511,ZCTA5 25511,40938,13046
8600000US25512,25512,ZCTA5 25512,33313,14678
8600000US25514,25514,ZCTA5 25514,30353,8410
8600000US25515,25515,ZCTA5 25515,41760,5216
8600000US25517,25517,ZCTA5 25517,42659,13341
8600000US25520,25520,ZCTA5 25520,44719,22841
8600000US25521,25521,ZCTA5 25521,33235,15455
8600000US25523,25523,ZCTA5 25523,32261,9405
8600000US25524,25524,ZCTA5 25524,42054,11001
8600000US25526,25526,ZCTA5 25526,59836,3990
8600000US25529,25529,ZCTA5 25529,41815,23084
8600000US25530,25530,ZCTA5 25530,37813,6467
8600000US25534,25534,ZCTA5 25534,9544,3851
8600000US25535,25535,ZCTA5 25535,54605,2852
8600000US25537,25537,ZCTA5 25537,41477,15404
8600000US25540,25540,ZCTA5 25540,21250,18043
8600000US25541,25541,ZCTA5 25541,49924,5947
8600000US25545,25545,ZCTA5 25545,59830,8651
8600000US25547,25547,ZCTA5 25547,-,**
8600000US25550,25550,ZCTA5 25550,37467,7994
8600000US25555,25555,ZCTA5 25555,43884,14226
8600000US25557,25557,ZCTA5 25557,35268,8685
8600000US25559,25559,ZCTA5 25559,44714,18328
8600000US25560,25560,ZCTA5 25560,72980,5809
8600000US25564,25564,ZCTA5 25564,-,**
8600000US25565,25565,ZCTA5 25565,39049,7365
8600000US25567,25567,ZCTA5 25567,29423,16263
8600000US25570,25570,ZCTA5 25570,26795,4524
8600000US25571,25571,ZCTA5 25571,36711,10705
8600000US25573,25573,ZCTA5 25573,-,**
8600000US25601,25601,ZCTA5 25601,46491,5975
8600000US25606,25606,ZCTA5 25606,38750,14126
8600000US25607,25607,ZCTA5 25607,32500,19531
8600000US25608,25608,ZCTA5 25608,31540,7259
8600000US25611,25611,ZCTA5 25611,64743,15872
8600000US25617,25617,ZCTA5 25617,60069,43222
8600000US25621,25621,ZCTA5 25621,29674,7814
8600000US25624,25624,ZCTA5 25624,-,**
8600000US25625,25625,ZCTA5 25625,39800,25311
8600000US25628,25628,ZCTA5 25628,47564,34335
8600000US25630,25630,ZCTA5 25630,38750,13801
8600000US25632,25632,ZCTA5 25632,19375,8399
8600000US25634,25634,ZCTA5 25634,40833,26042
8600000US25635,25635,ZCTA5 25635,42578,23301
8600000US25637,25637,ZCTA5 25637,43000,7289
8600000US25638,25638,ZCTA5 25638,28190,5052
8600000US25639,25639,ZCTA5 25639,15662,12402
8600000US25644,25644,ZCTA5 25644,-,**
8600000US25646,25646,ZCTA5 25646,31520,6231
8600000US25647,25647,ZCTA5 25647,34231,23140
8600000US25649,25649,ZCTA5 25649,39940,29304
8600000US25650,25650,ZCTA5 25650,-,**
8600000US25651,25651,ZCTA5 25651,25688,2154
8600000US25652,25652,ZCTA5 25652,34531,12939
8600000US25653,25653,ZCTA5 25653,53529,45307
8600000US25654,25654,ZCTA5 25654,-,**
8600000US25661,25661,ZCTA5 25661,35186,7470
8600000US25666,25666,ZCTA5 25666,34491,33374
8600000US25669,25669,ZCTA5 25669,32261,14913
8600000US25670,25670,ZCTA5 25670,35540,5791
8600000US25671,25671,ZCTA5 25671,43654,22187
8600000US25672,25672,ZCTA5 25672,20000,10240
8600000US25674,25674,ZCTA5 25674,31500,4921
8600000US25676,25676,ZCTA5 25676,27083,16775
8600000US25678,25678,ZCTA5 25678,21307,7303
8600000US25688,25688,ZCTA5 25688,23182,21968
8600000US25690,25690,ZCTA5 25690,-,**
8600000US25692,25692,ZCTA5 25692,28750,17100
8600000US25696,25696,ZCTA5 25696,40417,13250
8600000US25699,25699,ZCTA5 25699,-,**
8600000US25701,25701,ZCTA5 25701,34695,3062
8600000US25702,25702,ZCTA5 25702,32929,7452
8600000US25703,25703,ZCTA5 25703,15363,2410
8600000US25704,25704,ZCTA5 25704,36819,4006
8600000US25705,25705,ZCTA5 25705,40353,3107
8600000US25801,25801,ZCTA5 25801,39697,2829
8600000US25810,25810,ZCTA5 25810,40652,7736
8600000US25811,25811,ZCTA5 25811,56493,27345
8600000US25812,25812,ZCTA5 25812,36721,4213
8600000US25813,25813,ZCTA5 25813,38081,4761
8600000US25817,25817,ZCTA5 25817,41250,19503
8600000US25818,25818,ZCTA5 25818,36509,3755
8600000US25820,25820,ZCTA5 25820,30313,15308
8600000US25823,25823,ZCTA5 25823,39283,8794
8600000US25825,25825,ZCTA5 25825,63824,14240
8600000US25826,25826,ZCTA5 25826,-,**
8600000US25827,25827,ZCTA5 25827,41208,7836
8600000US25831,25831,ZCTA5 25831,36771,8253
8600000US25832,25832,ZCTA5 25832,60707,9547
8600000US25836,25836,ZCTA5 25836,25511,7745
8600000US25837,25837,ZCTA5 25837,26500,13019
8600000US25839,25839,ZCTA5 25839,-,**
8600000US25840,25840,ZCTA5 25840,38583,5183
8600000US25841,25841,ZCTA5 25841,32529,2268
8600000US25843,25843,ZCTA5 25843,58370,21010
8600000US25844,25844,ZCTA5 25844,40096,8908
8600000US25845,25845,ZCTA5 25845,42200,20667
8600000US25846,25846,ZCTA5 25846,-,**
8600000US25848,25848,ZCTA5 25848,15521,6563
8600000US25849,25849,ZCTA5 25849,-,**
8600000US25853,25853,ZCTA5 25853,-,**
8600000US25854,25854,ZCTA5 25854,43229,11772
8600000US25855,25855,ZCTA5 25855,-,**
8600000US25857,25857,ZCTA5 25857,-,**
8600000US25862,25862,ZCTA5 25862,-,**
8600000US25864,25864,ZCTA5 25864,36141,14275
8600000US25865,25865,ZCTA5 25865,61875,21276
8600000US25868,25868,ZCTA5 25868,48274,3901
8600000US25870,25870,ZCTA5 25870,-,**
8600000US25871,25871,ZCTA5 25871,33654,28130
8600000US25873,25873,ZCTA5 25873,48009,27762
8600000US25875,25875,ZCTA5 25875,39716,16475
8600000US25876,25876,ZCTA5 25876,-,**
8600000US25878,25878,ZCTA5 25878,29324,9989
8600000US25879,25879,ZCTA5 25879,-,**
8600000US25880,25880,ZCTA5 25880,33795,4290
8600000US25882,25882,ZCTA5 25882,40030,5842
8600000US25901,25901,ZCTA5 25901,36361,2685
8600000US25902,25902,ZCTA5 25902,14464,1806
