zipcode,median_income
ZCTA5 55402,51573
ZCTA5 55403,40614
ZCTA5 55404,24611
ZCTA5 55405,51781
ZCTA5 55406,62497
ZCTA5 55407,52304
ZCTA5 55408,50475
ZCTA5 55409,69777
ZCTA5 55410,104438
ZCTA5 55411,33578
ZCTA5 55412,42026
ZCTA5 55413,52596
ZCTA5 55414,33012
ZCTA5 55415,82308
ZCTA5 55416,76991
ZCTA5 55417,77569
ZCTA5 55418,61760
ZCTA5 55419,98370
ZCTA5 55420,54588
ZCTA5 55421,48294
ZCTA5 55422,65343
ZCTA5 55423,54573
ZCTA5 55424,161500
ZCTA5 55425,54027
ZCTA5 55426,63242
ZCTA5 55427,69640
ZCTA5 55428,46808
ZCTA5 55429,43835
ZCTA5 55430,47422
ZCTA5 55431,71736
ZCTA5 55432,56046
ZCTA5 55433,61332
ZCTA5 55434,64417
ZCTA5 55435,65538
ZCTA5 55436,93278
ZCTA5 55437,70578
ZCTA5 55438,81702
ZCTA5 55439,122054
ZCTA5 55441,72913
ZCTA5 55442,94946
ZCTA5 55443,78167
ZCTA5 55444,73496
ZCTA5 55445,80118
ZCTA5 55446,102583
ZCTA5 55447,85328
ZCTA5 55448,72495
ZCTA5 55449,102471
ZCTA5 55450,0
ZCTA5 55454,19198
ZCTA5 55455,0
ZCTA5 55601,60625
ZCTA5 55602,32344
ZCTA5 55603,46200
ZCTA5 55604,56667
ZCTA5 55605,43000
ZCTA5 55606,43000
ZCTA5 55607,53125
ZCTA5 55609,0
ZCTA5 55612,53333
ZCTA5 55613,50000
ZCTA5 55614,44782
ZCTA5 55615,43355
ZCTA5 55616,53871
ZCTA5 55702,70357
ZCTA5 55703,41429
ZCTA5 55704,45417
ZCTA5 55705,49089
ZCTA5 55706,41012
ZCTA5 55707,61741
ZCTA5 55708,33485
ZCTA5 55709,53102
ZCTA5 55710,70000
ZCTA5 55711,44583
ZCTA5 55712,47969
ZCTA5 55713,45455
ZCTA5 55716,31806
ZCTA5 55717,82813
ZCTA5 55718,60104
ZCTA5 55719,41220
ZCTA5 55720,52269
ZCTA5 55721,62292
ZCTA5 55722,42163
ZCTA5 55723,45927
ZCTA5 55724,53889
ZCTA5 55725,0
ZCTA5 55726,44655
ZCTA5 55731,43560
ZCTA5 55732,52050
ZCTA5 55733,74692
ZCTA5 55734,48651
ZCTA5 55735,40433
ZCTA5 55736,41250
ZCTA5 55738,62250
ZCTA5 55741,52762
ZCTA5 55742,65417
ZCTA5 55744,49439
ZCTA5 55746,42913
ZCTA5 55748,43527
ZCTA5 55749,59625
ZCTA5 55750,50102
ZCTA5 55751,61776
ZCTA5 55752,50417
ZCTA5 55753,41083
ZCTA5 55756,62813
ZCTA5 55757,49375
ZCTA5 55758,43750
ZCTA5 55760,40945
ZCTA5 55763,70625
ZCTA5 55764,39732
ZCTA5 55765,42143
ZCTA5 55766,78000
ZCTA5 55767,46875
ZCTA5 55768,55000
ZCTA5 55769,50685
ZCTA5 55771,40208
ZCTA5 55772,27500
ZCTA5 55775,61964
ZCTA5 55779,72986
ZCTA5 55780,60469
ZCTA5 55781,64375
ZCTA5 55782,48750
ZCTA5 55783,51106
ZCTA5 55784,46875
ZCTA5 55785,36667
ZCTA5 55786,58125
ZCTA5 55787,39875
ZCTA5 55790,50096
ZCTA5 55792,37324
ZCTA5 55793,52734
ZCTA5 55795,43073
ZCTA5 55797,59531
ZCTA5 55798,48068
ZCTA5 55802,25710
ZCTA5 55803,69986
ZCTA5 55804,69595
ZCTA5 55805,24429
ZCTA5 55806,33339
ZCTA5 55807,41884
ZCTA5 55808,39756
ZCTA5 55810,59022
ZCTA5 55811,60923
ZCTA5 55812,48293
ZCTA5 55814,0
ZCTA5 55901,67056
ZCTA5 55902,84081
ZCTA5 55904,52482
ZCTA5 55905,0
ZCTA5 55906,76192
ZCTA5 55909,61000
ZCTA5 55910,61081
ZCTA5 55912,48250
ZCTA5 55917,65185
ZCTA5 55918,58750
ZCTA5 55919,56985
ZCTA5 55920,84125
ZCTA5 55921,55854
ZCTA5 55922,42143
ZCTA5 55923,68821
ZCTA5 55924,58068
ZCTA5 55925,61979
ZCTA5 55926,65000
ZCTA5 55927,60956
ZCTA5 55929,74191
ZCTA5 55931,43750
ZCTA5 55932,71071
ZCTA5 55933,64250
ZCTA5 55934,73611
ZCTA5 55935,66500
ZCTA5 55936,61900
ZCTA5 55939,44702
ZCTA5 55940,68750
ZCTA5 55941,54028
ZCTA5 55943,58672
ZCTA5 55944,70072
ZCTA5 55945,64583
ZCTA5 55946,64167
ZCTA5 55947,59080
ZCTA5 55949,54063
ZCTA5 55950,37000
ZCTA5 55951,51384
ZCTA5 55952,60139
ZCTA5 55953,50625
ZCTA5 55954,48500
ZCTA5 55955,95417
ZCTA5 55956,69410
ZCTA5 55957,66250
ZCTA5 55959,53906
ZCTA5 55960,93750
ZCTA5 55961,49375
ZCTA5 55962,58636
ZCTA5 55963,71205
ZCTA5 55964,62803
ZCTA5 55965,51500
ZCTA5 55967,72750
ZCTA5 55968,57500
ZCTA5 55969,65481
ZCTA5 55970,60188
ZCTA5 55971,56719
ZCTA5 55972,65714
ZCTA5 55973,65313
ZCTA5 55974,45221
ZCTA5 55975,54620
ZCTA5 55976,60037
ZCTA5 55977,70250
ZCTA5 55979,63846
ZCTA5 55981,51094
ZCTA5 55982,63125
ZCTA5 55983,58188
ZCTA5 55985,58125
ZCTA5 55987,48149
ZCTA5 55990,52847
ZCTA5 55991,67679
ZCTA5 55992,57138
ZCTA5 56001,47352
ZCTA5 56003,59152
ZCTA5 56007,45319
ZCTA5 56009,59698
ZCTA5 56010,63214
ZCTA5 56011,77382
ZCTA5 56013,49397
ZCTA5 56014,49844
ZCTA5 56016,57708
ZCTA5 56017,63750
ZCTA5 56019,64185
ZCTA5 56020,54250
ZCTA5 56021,67981
ZCTA5 56022,0
ZCTA5 56023,54375
ZCTA5 56024,65956
ZCTA5 56025,66944
ZCTA5 56026,63438
ZCTA5 56027,39583
ZCTA5 56028,71932
ZCTA5 56029,50250
ZCTA5 56031,49383
ZCTA5 56032,44375
ZCTA5 56033,49167
ZCTA5 56034,55938
ZCTA5 56035,62500
ZCTA5 56036,54213
ZCTA5 56037,69750
ZCTA5 56039,63235
ZCTA5 56041,64500
ZCTA5 56042,54000
ZCTA5 56043,58750
ZCTA5 56044,64013
ZCTA5 56045,52188
ZCTA5 56046,40469
ZCTA5 56047,62143
ZCTA5 56048,68851
ZCTA5 56050,58750
ZCTA5 56051,44722
ZCTA5 56052,68333
ZCTA5 56054,65000
ZCTA5 56055,62770
ZCTA5 56056,0
ZCTA5 56057,56130
ZCTA5 56058,60771
ZCTA5 56060,49861
ZCTA5 56062,51761
ZCTA5 56063,74118
ZCTA5 56065,58095
ZCTA5 56068,56875
ZCTA5 56069,64613
ZCTA5 56071,79160
ZCTA5 56072,52992
ZCTA5 56073,55388
ZCTA5 56074,74083
ZCTA5 56075,50750
ZCTA5 56078,64375
ZCTA5 56080,66667
ZCTA5 56081,50281
ZCTA5 56082,60670
ZCTA5 56083,49375
ZCTA5 56085,51853
ZCTA5 56087,50880
ZCTA5 56088,55031
ZCTA5 56089,35250
ZCTA5 56090,58542
ZCTA5 56091,53750
ZCTA5 56093,50973
ZCTA5 56096,50608
ZCTA5 56097,49000
ZCTA5 56098,49625
ZCTA5 56101,42297
ZCTA5 56110,54896
ZCTA5 56111,67375
ZCTA5 56113,46250
ZCTA5 56114,49861
ZCTA5 56115,60417
ZCTA5 56116,55750
ZCTA5 56117,68281
ZCTA5 56118,58571
ZCTA5 56119,58646
ZCTA5 56120,49318
ZCTA5 56121,48021
ZCTA5 56122,57167
ZCTA5 56123,52375
ZCTA5 56125,26667
ZCTA5 56127,57500
ZCTA5 56128,52938
ZCTA5 56129,46818
ZCTA5 56131,46371
ZCTA5 56132,54773
ZCTA5 56134,51667
ZCTA5 56136,47438
ZCTA5 56137,54167
ZCTA5 56138,51917
ZCTA5 56139,47083
ZCTA5 56140,33125
ZCTA5 56141,50000
ZCTA5 56142,44306
ZCTA5 56143,50234
ZCTA5 56144,46406
ZCTA5 56145,53906
ZCTA5 56146,41429
ZCTA5 56147,61250
ZCTA5 56149,49886
ZCTA5 56150,55452
ZCTA5 56151,53500
ZCTA5 56152,52569
ZCTA5 56153,41500
ZCTA5 56155,61071
ZCTA5 56156,52938
ZCTA5 56157,75333
ZCTA5 56158,49659
ZCTA5 56159,47500
ZCTA5 56160,55938
ZCTA5 56161,52344
ZCTA5 56162,60000
ZCTA5 56164,47839
ZCTA5 56165,59375
ZCTA5 56166,41417
ZCTA5 56167,52188
ZCTA5 56168,57500
ZCTA5 56169,70221
ZCTA5 56170,54028
ZCTA5 56171,54821
ZCTA5 56172,51676
ZCTA5 56173,53333
ZCTA5 56174,43929
ZCTA5 56175,47938
ZCTA5 56176,51591
ZCTA5 56177,63500
ZCTA5 56178,55833
ZCTA5 56180,41696
ZCTA5 56181,45208
ZCTA5 56183,50809
ZCTA5 56185,57000
ZCTA5 56186,47500
ZCTA5 56187,52424
ZCTA5 56201,47123
ZCTA5 56207,63125
ZCTA5 56208,40565
ZCTA5 56209,54071
ZCTA5 56210,0
ZCTA5 56211,42426
ZCTA5 56212,50703
ZCTA5 56214,48846
ZCTA5 56215,51378
ZCTA5 56216,63333
ZCTA5 56218,53036
ZCTA5 56219,45000
ZCTA5 56220,49583
ZCTA5 56221,41574
ZCTA5 56222,54766
ZCTA5 56223,51645
ZCTA5 56224,64375
ZCTA5 56225,45417
ZCTA5 56226,73125
ZCTA5 56227,58333
ZCTA5 56228,45446
ZCTA5 56229,52381
ZCTA5 56230,55714
ZCTA5 56231,63125
ZCTA5 56232,47237
ZCTA5 56235,61000
ZCTA5 56236,68571
ZCTA5 56237,56607
ZCTA5 56239,68750
ZCTA5 56240,59327
ZCTA5 56241,55579
ZCTA5 56243,54632
ZCTA5 56244,54926
ZCTA5 56245,63750
ZCTA5 56248,46343
ZCTA5 56249,66389
ZCTA5 56251,52880
ZCTA5 56252,51974
ZCTA5 56253,61042
ZCTA5 56255,57500
ZCTA5 56256,50064
ZCTA5 56257,41250
ZCTA5 56258,50235
ZCTA5 56260,57143
ZCTA5 56262,45625
ZCTA5 56263,56932
ZCTA5 56264,61296
ZCTA5 56265,54903
ZCTA5 56266,50833
ZCTA5 56267,56250
ZCTA5 56270,48375
ZCTA5 56271,56700
ZCTA5 56273,62500
ZCTA5 56274,78750
ZCTA5 56276,52083
ZCTA5 56277,62201
ZCTA5 56278,45119
ZCTA5 56279,65833
ZCTA5 56280,64615
ZCTA5 56281,66016
ZCTA5 56282,57500
ZCTA5 56283,47106
ZCTA5 56284,55441
ZCTA5 56285,53977
ZCTA5 56287,41875
ZCTA5 56288,68059
ZCTA5 56289,57222
ZCTA5 56291,60179
ZCTA5 56292,45000
ZCTA5 56293,47500
ZCTA5 56294,42143
ZCTA5 56295,63438
ZCTA5 56296,49444
ZCTA5 56297,53571
ZCTA5 56301,51023
ZCTA5 56303,46947
ZCTA5 56304,42346
ZCTA5 56307,62944
ZCTA5 56308,55659
ZCTA5 56309,54779
ZCTA5 56310,73407
ZCTA5 56311,50694
ZCTA5 56312,56354
ZCTA5 56313,34375
ZCTA5 56314,56346
ZCTA5 56315,65313
ZCTA5 56316,49722
ZCTA5 56318,62955
ZCTA5 56319,67250
ZCTA5 56320,65142
ZCTA5 56321,0
ZCTA5 56323,48333
ZCTA5 56324,64167
ZCTA5 56325,45000
ZCTA5 56326,53472
ZCTA5 56327,78750
ZCTA5 56328,42361
ZCTA5 56329,65510
ZCTA5 56330,65682
ZCTA5 56331,69321
ZCTA5 56332,65368
ZCTA5 56334,55095
ZCTA5 56335,51458
ZCTA5 56336,53125
ZCTA5 56338,54779
ZCTA5 56339,53750
ZCTA5 56340,58631
ZCTA5 56342,42917
ZCTA5 56343,53646
ZCTA5 56345,48172
ZCTA5 56347,46771
ZCTA5 56349,68750
ZCTA5 56350,43125
ZCTA5 56352,52685
ZCTA5 56353,53678
ZCTA5 56354,57917
ZCTA5 56355,57188
ZCTA5 56356,48333
ZCTA5 56357,61094
ZCTA5 56358,54345
ZCTA5 56359,40123
ZCTA5 56360,49500
ZCTA5 56361,48008
ZCTA5 56362,55378
ZCTA5 56363,49375
ZCTA5 56364,52422
ZCTA5 56367,69291
ZCTA5 56368,64070
ZCTA5 56369,41750
ZCTA5 56371,64375
ZCTA5 56373,61546
ZCTA5 56374,62700
ZCTA5 56375,74688
ZCTA5 56376,64375
ZCTA5 56377,74038
ZCTA5 56378,54530
ZCTA5 56379,52767
ZCTA5 56381,53576
ZCTA5 56382,54688
ZCTA5 56384,42143
ZCTA5 56385,51250
ZCTA5 56386,36750
ZCTA5 56387,41261
ZCTA5 56389,67917
ZCTA5 56401,50060
ZCTA5 56425,62170
ZCTA5 56431,47661
ZCTA5 56433,44826
ZCTA5 56434,51750
ZCTA5 56435,46000
ZCTA5 56436,49583
ZCTA5 56437,45000
ZCTA5 56438,52284
ZCTA5 56440,43167
ZCTA5 56441,40856
ZCTA5 56442,60417
ZCTA5 56443,45125
ZCTA5 56444,51071
ZCTA5 56446,42438
ZCTA5 56447,42153
ZCTA5 56448,46591
ZCTA5 56449,60313
ZCTA5 56450,36607
ZCTA5 56452,50542
ZCTA5 56453,41667
ZCTA5 56455,52292
ZCTA5 56456,44167
ZCTA5 56458,47396
ZCTA5 56461,54971
ZCTA5 56464,43322
ZCTA5 56465,54464
ZCTA5 56466,44420
ZCTA5 56467,48450
ZCTA5 56468,65142
ZCTA5 56469,55000
ZCTA5 56470,48925
ZCTA5 56472,51789
ZCTA5 56473,55095
ZCTA5 56474,45675
ZCTA5 56475,52500
ZCTA5 56477,43705
ZCTA5 56479,41500
ZCTA5 56481,45926
ZCTA5 56482,43087
ZCTA5 56484,44688
ZCTA5 56501,52645
ZCTA5 56510,44615
ZCTA5 56511,65268
ZCTA5 56514,69408
ZCTA5 56515,52844
ZCTA5 56516,55625
ZCTA5 56517,49821
ZCTA5 56518,42143
ZCTA5 56519,60714
ZCTA5 56520,48072
ZCTA5 56521,52500
ZCTA5 56522,50682
ZCTA5 56523,61000
ZCTA5 56524,41250
ZCTA5 56525,55833
ZCTA5 56527,39531
ZCTA5 56528,55089
ZCTA5 56529,53512
ZCTA5 56531,57198
ZCTA5 56533,47500
ZCTA5 56534,51019
ZCTA5 56535,47292
ZCTA5 56536,55156
ZCTA5 56537,53361
ZCTA5 56540,49844
ZCTA5 56541,0
ZCTA5 56542,48151
ZCTA5 56543,56458
ZCTA5 56544,57835
ZCTA5 56545,61167
ZCTA5 56546,71250
ZCTA5 56547,80329
ZCTA5 56548,48281
ZCTA5 56549,73599
ZCTA5 56550,46406
ZCTA5 56551,44128
ZCTA5 56552,59375
ZCTA5 56553,59821
ZCTA5 56554,64946
ZCTA5 56556,45455
ZCTA5 56557,38611
ZCTA5 56560,56749
ZCTA5 56565,76250
ZCTA5 56566,31406
ZCTA5 56567,47929
ZCTA5 56568,36250
ZCTA5 56569,37847
ZCTA5 56570,55486
ZCTA5 56571,55134
ZCTA5 56572,53460
ZCTA5 56573,60010
ZCTA5 56574,69167
ZCTA5 56575,34750
ZCTA5 56576,52083
ZCTA5 56577,0
ZCTA5 56578,57375
ZCTA5 56579,53906
ZCTA5 56580,70375
ZCTA5 56581,49063
ZCTA5 56583,59375
ZCTA5 56584,51346
ZCTA5 56585,58500
ZCTA5 56586,61583
ZCTA5 56587,54438
ZCTA5 56588,50714
ZCTA5 56589,46750
ZCTA5 56590,48214
ZCTA5 56591,35909
ZCTA5 56592,41111
ZCTA5 56593,0
ZCTA5 56594,68250
ZCTA5 56601,47019
ZCTA5 56621,41481
ZCTA5 56623,40880
ZCTA5 56626,37857
ZCTA5 56627,30952
ZCTA5 56628,43355
ZCTA5 56629,74306
ZCTA5 56630,44479
ZCTA5 56633,38279
ZCTA5 56634,46625
ZCTA5 56636,44074
ZCTA5 56637,56607
ZCTA5 56639,34663
ZCTA5 56641,43000
ZCTA5 56644,44063
ZCTA5 56646,51953
ZCTA5 56647,54716
ZCTA5 56649,48311
ZCTA5 56650,42386
ZCTA5 56651,43750
ZCTA5 56652,51250
ZCTA5 56653,41179
ZCTA5 56654,40833
ZCTA5 56655,45313
ZCTA5 56657,37225
ZCTA5 56658,0
ZCTA5 56659,65833
ZCTA5 56660,36875
ZCTA5 56661,37708
ZCTA5 56662,45588
ZCTA5 56663,39911
ZCTA5 56666,21429
ZCTA5 56667,49306
ZCTA5 56668,58611
ZCTA5 56669,36786
ZCTA5 56670,40074
ZCTA5 56671,34444
ZCTA5 56672,43125
ZCTA5 56673,53558
ZCTA5 56676,53558
ZCTA5 56678,50813
ZCTA5 56680,35833
ZCTA5 56681,46250
ZCTA5 56683,57361
ZCTA5 56684,38750
ZCTA5 56685,0
ZCTA5 56686,54844
ZCTA5 56687,38750
ZCTA5 56688,35893
ZCTA5 56701,51328
ZCTA5 56710,49375
ZCTA5 56711,0
ZCTA5 56713,61875
ZCTA5 56714,52539
ZCTA5 56715,54583
ZCTA5 56716,51756
ZCTA5 56720,75417
ZCTA5 56721,56848
ZCTA5 56722,60114
ZCTA5 56723,70714
ZCTA5 56724,36250
ZCTA5 56725,59643
ZCTA5 56726,52137
ZCTA5 56727,54688
ZCTA5 56728,62721
ZCTA5 56729,41786
ZCTA5 56731,38750
ZCTA5 56732,40556
ZCTA5 56733,60469
ZCTA5 56734,43333
ZCTA5 56735,52083
ZCTA5 56736,47188
ZCTA5 56737,41333
ZCTA5 56738,60278
ZCTA5 56741,0
ZCTA5 56742,43750
ZCTA5 56744,57250
ZCTA5 56748,52375
ZCTA5 56750,56696
ZCTA5 56751,57078
ZCTA5 56754,63125
ZCTA5 56755,52188
ZCTA5 56756,56492
ZCTA5 56757,57143
ZCTA5 56758,47500
ZCTA5 56759,54250
ZCTA5 56760,55313
ZCTA5 56761,51635
ZCTA5 56762,60991
ZCTA5 56763,53944
ZCTA5 57001,50347
ZCTA5 57002,61875
ZCTA5 57003,78788
ZCTA5 57004,59116
ZCTA5 57005,77500
ZCTA5 57006,48791
ZCTA5 57010,41852
ZCTA5 57012,57321
ZCTA5 57013,56654
ZCTA5 57014,46522
ZCTA5 57015,74063
ZCTA5 57016,68281
ZCTA5 57017,65263
ZCTA5 57018,60952
ZCTA5 57020,84808
ZCTA5 57021,85556
ZCTA5 57022,65165
ZCTA5 57024,57813
ZCTA5 57025,53370
ZCTA5 57026,61346
ZCTA5 57027,0
ZCTA5 57028,47905
ZCTA5 57029,46406
ZCTA5 57030,75284
ZCTA5 57031,63125
ZCTA5 57032,80380
ZCTA5 57033,75145
ZCTA5 57034,62933
ZCTA5 57035,61164
ZCTA5 57036,56111
ZCTA5 57037,49444
ZCTA5 57038,73188
ZCTA5 57039,62971
ZCTA5 57040,41667
ZCTA5 57041,71019
ZCTA5 57042,53239
ZCTA5 57043,46964
ZCTA5 57045,36154
ZCTA5 57046,75000
ZCTA5 57047,47969
ZCTA5 57048,61316
ZCTA5 57049,71744
ZCTA5 57050,61250
ZCTA5 57051,50938
ZCTA5 57052,45000
ZCTA5 57053,59559
ZCTA5 57054,60938
ZCTA5 57055,64286
ZCTA5 57057,74063
ZCTA5 57058,59830
ZCTA5 57059,49813
ZCTA5 57061,0
ZCTA5 57062,45313
ZCTA5 57063,51667
ZCTA5 57064,76784
ZCTA5 57065,72500
ZCTA5 57066,47604
ZCTA5 57067,70809
ZCTA5 57068,65313
ZCTA5 57069,35167
ZCTA5 57070,38125
ZCTA5 57071,67262
ZCTA5 57072,69886
ZCTA5 57073,43300
ZCTA5 57075,82788
ZCTA5 57076,63125
ZCTA5 57077,66484
ZCTA5 57078,46496
ZCTA5 57103,53702
ZCTA5 57104,35785
ZCTA5 57105,56006
ZCTA5 57106,58837
ZCTA5 57107,56688
ZCTA5 57108,86875
ZCTA5 57110,68819
ZCTA5 57117,0
ZCTA5 57197,0
ZCTA5 57201,49238
ZCTA5 57212,54353
ZCTA5 57213,57917
ZCTA5 57214,55000
ZCTA5 57216,52426
ZCTA5 57217,52353
ZCTA5 57218,70750
ZCTA5 57219,41786
ZCTA5 57220,55250
ZCTA5 57221,49500
ZCTA5 57223,63583
ZCTA5 57224,52000
ZCTA5 57225,41845
ZCTA5 57226,54508
ZCTA5 57227,58542
ZCTA5 57231,59716
ZCTA5 57232,34000
ZCTA5 57233,46563
ZCTA5 57234,57222
ZCTA5 57235,63558
ZCTA5 57236,80500
ZCTA5 57237,43750
ZCTA5 57238,70532
ZCTA5 57239,44688
ZCTA5 57241,60000
ZCTA5 57242,80000
ZCTA5 57243,60625
ZCTA5 57245,62500
ZCTA5 57246,71042
ZCTA5 57247,102083
ZCTA5 57248,61528
ZCTA5 57249,52031
ZCTA5 57251,44250
ZCTA5 57252,54559
ZCTA5 57255,32083
ZCTA5 57256,33906
ZCTA5 57257,48083
ZCTA5 57258,35417
ZCTA5 57259,63173
ZCTA5 57260,56333
ZCTA5 57261,37969
ZCTA5 57262,42898
ZCTA5 57263,47000
ZCTA5 57264,50156
ZCTA5 57265,61250
ZCTA5 57266,50417
ZCTA5 57268,38750
ZCTA5 57269,55893
ZCTA5 57270,45043
ZCTA5 57271,67083
ZCTA5 57272,56250
ZCTA5 57273,40500
ZCTA5 57274,34063
ZCTA5 57276,60982
ZCTA5 57278,44632
ZCTA5 57279,52083
ZCTA5 57301,47905
ZCTA5 57311,62440
ZCTA5 57312,54667
ZCTA5 57313,47850
ZCTA5 57314,57083
ZCTA5 57315,58333
ZCTA5 57317,38438
ZCTA5 57319,52841
ZCTA5 57321,48929
ZCTA5 57322,45781
ZCTA5 57323,33000
ZCTA5 57324,52500
ZCTA5 57325,52121
ZCTA5 57328,54125
ZCTA5 57329,51250
ZCTA5 57330,50179
ZCTA5 57331,65625
ZCTA5 57332,59107
ZCTA5 57334,56827
ZCTA5 57335,34444
ZCTA5 57337,35833
ZCTA5 57339,28417
ZCTA5 57340,51250
ZCTA5 57341,32321
ZCTA5 57342,58889
ZCTA5 57344,76719
ZCTA5 57345,55870
ZCTA5 57346,54750
ZCTA5 57348,61094
ZCTA5 57349,51678
ZCTA5 57350,47043
ZCTA5 57353,55625
ZCTA5 57355,49886
ZCTA5 57356,34211
ZCTA5 57358,49750
ZCTA5 57359,51413
ZCTA5 57361,35625
ZCTA5 57362,46292
ZCTA5 57363,53088
ZCTA5 57364,0
ZCTA5 57365,48125
ZCTA5 57366,52578
ZCTA5 57367,60625
ZCTA5 57368,53508
ZCTA5 57369,47792
ZCTA5 57370,50750
ZCTA5 57371,43750
ZCTA5 57373,74250
ZCTA5 57374,47083
ZCTA5 57375,51719
ZCTA5 57376,40952
ZCTA5 57379,60833
ZCTA5 57380,39100
ZCTA5 57381,46750
ZCTA5 57382,49375
ZCTA5 57383,54625
ZCTA5 57384,66442
ZCTA5 57385,47589
ZCTA5 57386,76250
ZCTA5 57401,51180
ZCTA5 57420,51750
ZCTA5 57421,51607
ZCTA5 57422,43000
ZCTA5 57424,66250
ZCTA5 57426,0
ZCTA5 57427,80625
ZCTA5 57428,56563
ZCTA5 57429,31875
ZCTA5 57430,64178
ZCTA5 57432,49444
ZCTA5 57433,48333
ZCTA5 57434,33542
ZCTA5 57435,47500
ZCTA5 57436,54219
ZCTA5 57437,40101
ZCTA5 57438,42250
ZCTA5 57439,0
ZCTA5 57440,49444
ZCTA5 57441,60625
ZCTA5 57442,50379
ZCTA5 57445,68063
ZCTA5 57446,55208
ZCTA5 57448,41964
ZCTA5 57449,83646
ZCTA5 57450,50417
ZCTA5 57451,71453
ZCTA5 57452,30250
ZCTA5 57454,52125
ZCTA5 57455,37500
ZCTA5 57456,41875
ZCTA5 57457,98750
ZCTA5 57460,73021
ZCTA5 57461,74063
ZCTA5 57465,83750
ZCTA5 57466,58750
ZCTA5 57467,50000
ZCTA5 57468,63125
ZCTA5 57469,43886
ZCTA5 57470,64375
ZCTA5 57471,44688
ZCTA5 57472,51172
ZCTA5 57473,0
ZCTA5 57474,66250
ZCTA5 57475,28750
ZCTA5 57476,55250
ZCTA5 57477,64464
ZCTA5 57479,84063
ZCTA5 57481,65469
ZCTA5 57501,59375
ZCTA5 57520,58438
ZCTA5 57521,41250
ZCTA5 57522,56250
ZCTA5 57523,42670
ZCTA5 57528,44537
ZCTA5 57529,48500
ZCTA5 57531,40625
ZCTA5 57532,60370
ZCTA5 57533,38992
ZCTA5 57534,0
ZCTA5 57536,46875
ZCTA5 57537,69250
ZCTA5 57538,49792
ZCTA5 57540,0
ZCTA5 57541,0
ZCTA5 57543,47250
ZCTA5 57544,59167
ZCTA5 57547,40750
ZCTA5 57548,31765
ZCTA5 57551,48029
ZCTA5 57552,34688
ZCTA5 57553,39375
ZCTA5 57555,33555
ZCTA5 57559,35500
ZCTA5 57560,16125
ZCTA5 57562,44250
ZCTA5 57563,24868
ZCTA5 57564,63438
ZCTA5 57566,26458
ZCTA5 57567,40417
ZCTA5 57568,57708
ZCTA5 57569,48750
ZCTA5 57570,33523
ZCTA5 57571,55417
ZCTA5 57572,18833
ZCTA5 57574,65417
ZCTA5 57576,45000
ZCTA5 57577,35288
ZCTA5 57579,27763
ZCTA5 57580,41304
ZCTA5 57584,54375
ZCTA5 57585,46000
ZCTA5 57601,44483
ZCTA5 57620,41375
ZCTA5 57621,14750
ZCTA5 57622,13036
ZCTA5 57623,46719
ZCTA5 57625,36875
ZCTA5 57626,48333
ZCTA5 57630,36250
ZCTA5 57631,65000
ZCTA5 57632,42014
ZCTA5 57633,52500
ZCTA5 57634,43409
ZCTA5 57636,24464
ZCTA5 57638,42986
ZCTA5 57639,18125
ZCTA5 57640,80398
ZCTA5 57641,45833
ZCTA5 57642,26000
ZCTA5 57644,50536
ZCTA5 57645,44531
ZCTA5 57646,52222
ZCTA5 57648,40078
ZCTA5 57649,64583
ZCTA5 57650,74167
ZCTA5 57651,37083
ZCTA5 57652,29821
ZCTA5 57656,46161
ZCTA5 57657,72188
ZCTA5 57658,20000
ZCTA5 57660,55625
ZCTA5 57661,69583
ZCTA5 57701,41316
ZCTA5 57702,66763
ZCTA5 57703,54286
ZCTA5 57706,45382
ZCTA5 57714,33906
ZCTA5 57716,51750
ZCTA5 57717,42057
ZCTA5 57718,59028
ZCTA5 57719,49063
ZCTA5 57720,53333
ZCTA5 57722,0
ZCTA5 57724,42250
ZCTA5 57725,47417
ZCTA5 57730,45565
ZCTA5 57732,50754
ZCTA5 57735,40966
ZCTA5 57738,40917
ZCTA5 57741,0
ZCTA5 57744,57027
ZCTA5 57745,57361
ZCTA5 57747,48596
ZCTA5 57748,44375
ZCTA5 57750,49602
ZCTA5 57751,45375
ZCTA5 57752,27833
ZCTA5 57754,42111
ZCTA5 57755,43333
ZCTA5 57756,21786
ZCTA5 57758,0
ZCTA5 57759,33688
ZCTA5 57760,51397
ZCTA5 57761,67375
ZCTA5 57762,40625
ZCTA5 57763,47386
ZCTA5 57764,23045
ZCTA5 57766,78750
ZCTA5 57767,49063
ZCTA5 57769,67311
ZCTA5 57770,30444
ZCTA5 57772,22750
ZCTA5 57773,95962
ZCTA5 57775,71875
ZCTA5 57776,0
ZCTA5 57779,0
ZCTA5 57780,90250
ZCTA5 57782,0
ZCTA5 57783,47041
ZCTA5 57785,48740
ZCTA5 57787,41042
ZCTA5 57788,57188
ZCTA5 57790,54135
ZCTA5 57791,66563
ZCTA5 57792,102778
ZCTA5 57793,57317
ZCTA5 57794,13750
ZCTA5 57799,0
ZCTA5 58001,122500
ZCTA5 58002,52679
ZCTA5 58004,81250
ZCTA5 58005,89609
ZCTA5 58006,62500
ZCTA5 58007,65278
ZCTA5 58008,71250
ZCTA5 58009,0
ZCTA5 58011,67404
ZCTA5 58012,67380
ZCTA5 58013,47321
